BK_SOURCE,BK_DEBIT_CREDIT,Folio Side,Year,Month,Day,entry,Page,,£,£,sh,d,$,¢,BK_WHEN,BK_BETWEEN,BK_MONEY,BK_MONEY,BK_MONEY,$ data,¢ data,BK_ENTRY,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,,By Jno. Parke Custis,,,,,5,0,,,18 May 1767,Cash,,5,,,,By John Parke Custis,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,,By Peter Gaullatt for a Plow,,,,1,15,0,,,18 May 1767,Cash,1,15,,,,By Peter Gaullatt for a Plow,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,20,By Mr Johnstons Exrs,,,,4,10,4,,,20 May 1767,Cash,4,10,4,,,By Mr Johnston's Expenditures,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,,By Exps. in seeing Slight of hand performd,,,,1,7,6,,,20 May 1767,Cash,1,7,6,,,By Expenses in seeing Slight of hand performed,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,22,By Mr Edwd Payne on Acct of Truro Parish,,,,8,7,0,,,22 May 1767,Cash,8,7,,,,By Mr Edward Payne on Account of Truro Parish,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,,By 1 Sturgeon,,,,,6,0,,,22 May 1767,Cash,,6,,,,By 1 Sturgeon,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,,By Sarah Harle Balle of Acct,,,,4,6,3,,,22 May 1767,Cash,4,6,3,,,By Sarah Harle Balance of Account,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,30,By Wm Skilling,,,,3,0,0,,,30 May 1767,Cash,3,,,,,By William Skilling,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,June,4,By Exps. travelling to Frederick,,,,,9,6,,,4 June 1767,Cash,0,9,6,,,By Expenses travelling to Frederick,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,,By Shoeing my Horse 2/.  Mr Sturges for Nails viz. 600 to Chr. Hardwick 5/5,,,,,7,5,,,4 June 1767,Cash,,7,5,,,By Shoeing my Horse 2 shillings Mr Sturges for Nails viz. 600 to Charles Hardwick 5 shillings 5 pence,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,5,By Expences on the Road from Fredk,,,,1,13,9,,,5 June 1767,Cash,1,13,9,,,By Expenses on the Road from Frederick,,,,,
"Ledger A, 1750 - 1772: pg.249",Credit,Right,,,,Carrd to folio 252,,,,402,10,2,,,5 June 1767,Cash,402,10,2,,,Carried to folio 252,,,,,
"Ledger A, 1750 - 1772: pg.250",Debit,Left,,,,,,,,,,,,,1767,Tobacco,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.250",Debit,Left,For 1767,,,recd from Sundries viz.,,,,,,,,,1767,Tobacco,,,,,,To Rents received from Sundries viz.,,,,,
"Ledger A, 1750 - 1772: pg.250",Debit,Left,,,,"John Crook Hg Ck Ware Ho.
IC
No. 2
1173 [pounds tobacco]
Edward Williams
Ditto
EW 3
1022 [pounds tobacco]
Geo. Thrift
Falls
WF 1
1000 [pounds tobacco]
Henry Taylor 
Hg Ck 
Transfer
730 [pounds tobacco]
Samuel Johnson
Do
SJ 2
1108 [pounds tobacco]
 
 
5
1094 [pounds tobacco]
 
 
6
1109 [pounds tobacco] 
Samuel King
Do
SK 2
955 [pounds tobacco]
Gilbert Simpson
 
Transfer
732 [pounds tobacco]
Jno. Sheridine
 
IS 3
896 [pounds tobacco]
 ",,,,,,,,,1767,Tobacco,,,,,,"John Crook Hunting Creek Warehouse   IC	No. 2	1173 [pounds tobacco]
Edward Williams	Hunting Creek Warehouse	EW 3	1022 [pounds tobacco]
George Thrift	Falls	WF 1	1000 [pounds tobacco]
Henry Taylor 	Hunting Creek	Transfer  730 [pounds tobacco]
Samuel Johnson	Hunting Creek Transfer	SJ 2	1108 [pounds tobacco]
5	1094 [pounds tobacco]
6	1109 [pounds tobacco]
Samuel King	Hunting Creek Transfer	SK 2	955 [pounds tobacco]
Gilbert Simpson	Transfer   732 [pounds tobacco]
John Sheridine	IS 3	896 [pounds tobacco]",,,,,
"Ledger A, 1750 - 1772: pg.250",Debit,Left,,,,[Total],,9819 [pounds tobacco],,,,,,,1767,Tobacco,,,,,,[Total] 9819 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.250",Debit,Left,,,,"in York County made by Richd Street
IC
No. 13
966 [pounds tobacco]
 
 
14
1091 [pounds tobacco]
 
 
15
1110 [pounds tobacco]
 
 
16
1132 [pounds tobacco]
 
 
K
1221 [pounds tobacco]
 
 
L
1225 [pounds tobacco]
 
 
M
1240 [pounds tobacco]
 
 
N
1119 [pounds tobacco]",,,,,,,,,1767,Tobacco,,,,,,"To Crop in York County made by Richd Street	IC	No 13	966
		14	1091
		15	1110
		16	1132
		K	1221
		L	1225
		M	1240
		N	1119",,,,,
"Ledger A, 1750 - 1772: pg.250",Debit,Left,,,,[Total],,9104 [pounds tobacco],,,,,,,1767,Tobacco,,,,,,[Total] 9104 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.250",Debit,Left,,,,"King William Cty at Claibornes by Jos. Davenport
DPC
17
1102 [pounds tobacco]
 
 
18
1133 [pounds tobacco]
 
 
19
1082 [pounds tobacco]
 
 
20
1048 [pounds tobacco]
 
 
21
1106 [pounds tobacco]
 
 
22
1168 [pounds tobacco]
 
 
P
1041 [pounds tobacco]
 
 
Q
1064 [pounds tobacco]",,,,,,,,,1767,Tobacco,,,,,,"King William County at Claibornes by Joseph Davenport	DPC	17	1102
		18	1133
		19	1082
		20	1048
		21	1106
		22	1168
		P	1041
		Q	1064",,,,,
"Ledger A, 1750 - 1772: pg.250",Debit,Left,,,,[Total],,8744 [pounds tobacco],,,,,,,1767,Tobacco,,,,,,[Total] 8744 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.250",Debit,Left,,,,[Total],,27667 [pounds tobacco],,,,,,,1767,Tobacco,,,,,,[Total] 27667 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.250",Credit,Right,,,,,,,,,,,,,1767,Tobacco,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.250",Credit,Right,For 1767.,June,15,By Captn John Dalton Collectr for Fairfax Parish Transfer,,1300 [pounds tobacco],,,,,,,15 June 1767,Tobacco,,,,,,By Captn John Dalton Collectr for Fairfax Parish Transfer 1300 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.250",Credit,Right,,,,By Willm Gardner Collector for Truro Parish SK No. 2,,Nett 955 [pounds tobacco],,,,,,,15 June 1767,Tobacco,,,,,,By Willm Gardner Collector for Truro Parish SK No. 2 Nett. 955 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.250",Credit,Right,,,,Transfer,,162 [pounds tobacco],,,,,,,15 June 1767,Tobacco,,,,,,Transfer 162 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.250",Debit,Right,,,,[Total],,1117 [pounds tobacco],,,,,,,1767,Tobacco,,,,,,[Total] 1117 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.250",Credit,Right,,,,By 1 Hhd Tobo pd Mr Chs Washingn WF 1,,1000 [pounds tobacco],,,,,,,15 June 1767,Tobacco,,,,,,By 1 Hhd Tobo pd Mr Chs Washingn WF 1 1000 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.250",Credit,Right,,Augt,6,"By 6 Hhds Tobo sold Mr Ross  viz.
SI
2
1108 [pounds tobacco]
 
 
5
1094 [pounds tobacco]
 
 
6
1109 [pounds tobacco]
 
IC
2
1173 [pounds tobacco]
 
EW
3
1022 [pounds tobacco]
 
IS
3
896 [pounds tobacco]",,,,,,,,,6 August 1767,Tobacco,,,,,,"By 6 Hogsheads Tobacco sold Mr Ross - viz.	SI	2	1108
		5	1094
		6	1109
	IC	2	1173
	EW	3	1022
	IS	3	896",,,,,
"Ledger A, 1750 - 1772: pg.250",Debit,Right,,,,[Total],,6402 [pounds tobacco],,,,,,,1767,Tobacco,,,,,,[Total] 6402 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.250",Credit,Right,,,,"By 16 Hhds Shipd on board the Nautilus Jno. Boyes Mastr & Consignd Robt Cary Esqr. & Co. viz.
IC
13
966 [pounds tobacco]
 
 
14
1091 [pounds tobacco]
 
 
15
1110 [pounds tobacco]
 
 
16
1132 [pounds tobacco]
 
 
K
1221 [pounds tobacco]
 
 
L
1225 [pounds tobacco]
 
 
M
1240 [pounds tobacco]
 
 
N
1119 [pounds tobacco]
 
DPC
17
1102 [pounds tobacco]
 
 
18
1133 [pounds tobacco]
 
 
19
1082 [pounds tobacco]
 
 
20
1048 [pounds tobacco]
 
 
21
1106 [pounds tobacco]
 
 
22
1168 [pounds tobacco]
 
 
P
1041 [pounds tobacco]
 
 
Q
1064 [pounds tobacco]",,,,,,,,,1767,Tobacco,,,,,,"By 16 Hogsheads Shipped on board the Nautilus John Boyes Mastr & Consigned Robert Cary Esqr. & Co. viz.	IC	13	966
		14	1091
		15	1110
		16	1132
		K	1221
		L	1225
		M	1240
		N	1119
	DPC	17	1102
		18	1133
		19	1082
		20	1048
		21	1106
		22	1168
		P	1041
		Q	1064",,,,,
"Ledger A, 1750 - 1772: pg.250",Credit,Right,,,,[Total],,17848 [pounds tobacco],,,,,,,1767,Tobacco,,,,,,[Total] 17848 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.250",Credit,Right,,,,[Total],,27667 [pounds tobacco],,,,,,,1767,Tobacco,,,,,,[Total]  27667 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,,,,,,,,,,,,May 1767,"Dulan, John",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,1767,May,,To Weaving viz. 23 1/2 yds Ms. & Os. plaided @ 13d.,,,,1,5,3,,,May 1767,"Dulan, John",1,5,3,,,To Weaving viz. 23 1/2 yards Ms & Os plaided @ 13d,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,,,To Weaving 9 yds bird eye Linnn 1/,,,,,9,,,,May 1767,"Dulan, John",0,9,0,,,To Weaving 9 yards bird eye Linnen 1 shilling,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,,,[Total],,,£,1,14,3,,,May 1767,"Dulan, John",1,14,3,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,,,,,,,,,,,,25 May 1767,"Cannon, John (saddler)",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,1767,May,25,To 4 M. 18 Inch Cyprus Shingles @ 18/,,,,3,12,0,,,25 May 1767,"Cannon, John (saddler)",3,12,0,,,To 4 thousand 18 Inch Cyprus Shingles @ 18 shillings,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,,,[Total],,,£,3,12,,,,25 May 1767,"Cannon, John (saddler)",3,12,0,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,1770,Feby,19,To Balle pr Contra,,,,,8,8,,,19 February 1770,"Cannon, John (saddler)",0,8,8,,,To Balance per Contra,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,,,,,,,,,,,,30 May 1767,"Skilling, William",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,1767,May,30,To Cash,,,,3,0,0,,,30 May 1767,"Skilling, William",3,0,0,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,Septr,,To Ditto of Lund Washington,,,,2,0,0,,,September 1767,"Skilling, William",2,0,0,,,To Cash of Lund Washington,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,Novr,15,To Ditto—pr Rect,,,,3,0,0,,,15 November 1767,"Skilling, William",3,0,0,,,To Cash - per Receipt,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,Jany,13,To Ditto,,,,1,,,,,13 January 1768,"Skilling, William",1,0,0,,,To Cash - per receipt,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,April,2,To Ditto—pr Rect,,,,1,,,,,2 April 1768,"Skilling, William",1,0,0,,,To Ditto - per Receipt,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,July,10,To Ditto—pr Ditto,,,,4,0,0,,,10 July 1768,"Skilling, William",4,0,0,,,To Cash - per Receipt,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,Octr,15,To Ditto  pr Ditto,,,,3,6,,,,15 October 1768,"Skilling, William",3,6,0,,,To Cash - per Receipt,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,1769,April,5,To Ditto,,,,2,15,,,,5 April 1769,"Skilling, William",2,15,0,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,June,19,To Ditto pd Mr Robt Harrison on Acct of a Suit of Warren Dents,,,,11,11,,,,19 June 1769,"Skilling, William",11,11,0,,,To Cash paid Mr Robert Harrison on Account of a Suit of Warren Dent's,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,,,To Ditto paid a Clerk's Note 44 lb. @ 2d.,,,,,7,4,,,19 June 1769,"Skilling, William",0,7,4,,,To Cash paid a Clerk's Note 44 pound at 2 pence,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,July,23,To Ditto advanc'd him at difft times pr rect,,,,6,6,,,,23 July 1769,"Skilling, William",6,6,0,,,To Cash advanced him at different times per receipt,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,Octr,20,To Ditto pd Saml Jones pr your desire,,,,3,1,,,,20 October 1769,"Skilling, William",3,1,0,,,To Cash paid Samuel Jones per your desire,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,Jany,22,To Ditto—pd himself,,,,1,10,,,,22 January 1769,"Skilling, William",1,10,0,,,To Cash - paid himself,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,,,[Total],,,£,42,16,4,,,22 January 1769,"Skilling, William",42,16,4,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,1770,Jany,25,To the Contra Balle,,,,9,16,4,,,25 January 1770,"Skilling, William",9,16,4,,,To the Contra Balance,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,Apl,29,To Cash,,,,,6,,,,29 April 1770,"Skilling, William",0,6,0,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,May,9,To Ditto,,,,1,10,,,,9 May 1770,"Skilling, William",1,10,0,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,,,To Ditto—of Mr Washn while I was at Williamsburg,,,,1,0,0,,,9 May 1770,"Skilling, William",1,0,0,,,To Cash - of Mr Washington while I was at Williamsburg,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,,19,To Mr Peake by yr Order,,,,4,7,9,,,19 May 1770,"Skilling, William",4,7,9,,,To Mr Peake by your Order,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,July,30,To Cash for Balle,,,,,10,,,,30 July 1770,"Skilling, William",0,10,0,,,To Cash for Balance,,,,,
"Ledger A, 1750 - 1772: pg.251",Debit,Left,,,,[Total],,,£,17,10,1,,,,"Skilling, William",17,10,1,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,,,,,,,,,,,,,,"Dulan, John",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,1767,y,20,By Cash,,,,1,2,0,,,20 May 1767,"Dulan, John",1,2,0,,,By Cash,,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,,,,By Chicken's viz. 13,,,,,3,3,,,20 May 1767,"Dulan, John",0,3,3,,,By Chicken's viz. 13,,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,1768,ne,25,By Chicken's viz. 1 dozn,,,,,3,0,,,25 June 1768,"Dulan, John",0,3,0,,,By Chicken's viz. 1 dozen,,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,,,,Eggs 4 dozn,,,,,1,3,,,25 June 1768,"Dulan, John",0,1,3,,,Eggs 4 dozen,,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,,,,By Overpaid for last Cloth,,,,,1,6,,,25 June 1768,"Dulan, John",0,1,6,,,By Overpaid for last Cloth,,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,,,,By 2/3 to Balle ye [the] Acct,,,,,2,3,,,25 June 1768,"Dulan, John",0,2,3,,,By 2 shillings 3 pence to Balance your Account,,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,,,,[Total],,,£,1,14,3,,,,"Dulan, John",1,14,3,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,,,,,,,,,,,,,,"Cannon, John (saddler)",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,1770,Feby,19,By an Acct of Sundries renderd this day,,,,2,11,4,,,19 February 1770,"Cannon, John (saddler)",2,11,4,,,By an Account of Sundries rendered this day,,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,,Do,,By Cash pr Lund Washington,,,,,12,,,,19 February 1770,"Cannon, John (saddler)",0,12,0,,,By Cash per Lund Washington,,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,,,,Balle due & chd pr Contra,,,,,8,8,,,19 February 1770,"Cannon, John (saddler)",0,8,8,,,Balance due & charged per Contra,,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,,,,[Total],,,£,3,12,,,,,"Cannon, John (saddler)",3,12,0,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,1772,Jan.,1,By Balle carrd to Ledger B folio 22,,,,,8,8,,,1 January 1772,"Cannon, John (saddler)",0,8,8,,,By Balance carried to Ledger B folio 22,,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,,,,,,,,,,,,,,"Skilling, William",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,,,,By Sinking a Well 60 feet @ 1/,,,,3,,,,,,"Skilling, William",3,0,0,,,By Sinking a Well 60 feet @ 1 shilling,,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,,,,By his Wages from the 25th of May 1767 (at the rate of £15 pr Ann. & 4 Course Shirts) to the 25th of Do 1769,,,,30,,,,,,"Skilling, William",30,0,0,,,By his Wages from the 25th of May 1767 (at the rate of £15 per Annum & 4 Course Shirts) to the 25th of May 1769,,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,1770,Jany,25,By Balle card to new Acct,,,,9,16,4,,,25 January 1770,"Skilling, William",9,16,4,,,By Balance carried to new Account,,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,,,,[Total],,,£,42,16,4,,,,"Skilling, William",42,16,4,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,,May,25,By a years Wages,,,,15,0,0,,,25 May 1770,"Skilling, William",0,15,15,,,By a years Wages,,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,,July,29,By 2 Months Ditto,,,,2,10,,,,29 July 1770,"Skilling, William",2,10,0,,,By 2 Months Wages,,,,,
"Ledger A, 1750 - 1772: pg.251",Credit,Right,,,,[Total],,,£,17,10,,,,,"Skilling, William",17,10,0,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.252",Debit,Left,,,,,,,,,,,,,1767,Cash,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.252",Debit,Left,For 1767,,,To Amount brought from folio 249,,,£,606,8s.,6d.,,,1767,Cash,606,8,6,,,To amount brought from folio 249,,,,,
"Ledger A, 1750 - 1772: pg.252",Debit,Left,,,,To Cash of Abednego Adams for Weaving &ca,,,,,13,4,,,1767,Cash,0,13,4,,,To Cash of Abednego Adams for Weaving &ca,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Left,,July,16,To Do of Joseph Moxley for Ditto,,,,,7,6,,,16 July 1767,Cash,0,7,6,,,To Cash of Joseph Moxley for Weaving &ca,,,,,
"Ledger A, 1750 - 1772: pg.252",Debit,Left,,,20,To Ditto of Colo.   Mason,,,,6,0,0,,,20 July 1767,Cash,6,0,0,,,To Cash of Colonel Mason,,,,,
"Ledger A, 1750 - 1772: pg.252",Debit,Left,,,,To Ditto of Mr Edward Payne,,,,22,15,0,,,20 July 1767,Cash,22,15,0,,,To Cash of Mr Edward Payne,,,,,
"Ledger A, 1750 - 1772: pg.252",Debit,Left,,,,To Ditto of Jno. Houlsworth Weavg 8 yds Cottn,,,,,12,,,,20 July 1767,Cash,0,12,0,,,To Cash of John Houlsworth Weaving 8 yards Cotton,,,,,
"Ledger A, 1750 - 1772: pg.252",Debit,Left,,,,[Total],,,,636,16,4,,,20 July 1767,Cash,636,16,4,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,,,,,,,,,,,1767,Cash,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,For 1767.,,,By amount brought from folio 249,,,£,402,10s.,2d.,,,1767,Cash,402,10,2,,,By amount brought from folio 249,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,ne,8,By John Alton,,,,2,0,0,,,8 June 1767,Cash,2,0,0,,,By John Alton,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,,By Crying Sam when offerd for Sale,,,,,5,0,,,8 June 1767,Cash,0,5,0,,,By Crying Sam when offered for Sale,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,,By gave away,,,,,6,0,,,8 June 1767,Cash,0,6,0,,,By gave away,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,13,By Saml Johnson Balle of Acct,,,,2,7,9,,,13 June 1767,Cash,2,7,9,,,By Samuel Johnson [Sr] Balance of Account,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,15,By Mr John Hough  for Quit rents,,,,11,19,6,,,15 June 1767,Cash,11,19,6,,,By Mr John Hough - for Quitrents,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,20,By Charity,,,,,10,0,,,20 June 1767,Cash,0,10,0,,,By Charity,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,24,By Expences at Arrols 1/6. Counterfeit Bill 5/,,,,,6,6,,,24 June 1767,Cash,0,6,6,,,By Expenses at Arrol' 1 shilling 6 pence. Counterfeit Bill 5 shillings,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,27,By Mrs Simpson Layg Peg & Doll,,,,1,0,0,,,27 June 1767,Cash,1,0,0,,,By Mrs Simpson Laying Peg & Doll,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,July,8,By Mrs Washington,,,,2,0,0,,,8 July 1767,Cash,2,0,0,,,By Mrs Washington,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,,By Thos Bishops Wife bringg Kate to Bed,,,,,10,0,,,8 July 1767,Cash,0,10,0,,,By Thomas Bishop's Wife bringing Kate to Bed,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,12,By Danl Starke for 7 days Cradling & four days coming & going in all 11 at 5/,,,,2,15,0,,,12 July 1767,Cash,2,15,0,,,By Daniel Starke for 7 days Cradling & four days coming & going in all 11 at 5 shillings,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,,By Abner Howell in all 11 Do @ Do,,,,2,15,,,,12 July 1767,Cash,2,15,0,,,By Abner Howell in all 11 at 5 shillings,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,,By William Black Do 11½ Do Do,,,,2,17,6,,,12 July 1767,Cash,2,17,6,,,By William Black in all 11½ at 5 shillings,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,15,By Moses Eaton Do 13½ Do Do,,,,3,7,6,,,15 July 1767,Cash,3,7,6,,,By Moses Eaton in all 13½ at 5 shillings,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,,By Elijah Houghton Do Do Do Do,,,,3,7,6,,,15 July 1767,Cash,3,7,6,,,By Elijah Houghton in all 13 1/2 at 5 shillings,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,16,By Charity,,,,,5,,,,16 July 1767,Cash,0,5,0,,,By Charity,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,20,By Mrs Washington in small money,,,,,4,0,,,20 July 1767,Cash,0,4,0,,,By Mrs Washington in small money,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,,By Cash pd Mr Edwd Payne for Truro Pah,,,,31,13,1,,,20 July 1767,Cash,31,13,1,,,By Cash paid Mr Edward Payne for Truro Parish,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,,By Mr Muir for 5¼ yds figd Cotton & 3 yds Check,,,,1,17,0,,,20 July 1767,Cash,1,17,0,,,By Mr [John] Muir for 5¼ yards figured Cotton & 3 yards Check,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,,By Velvet & Check,,,,,19,6,,,20 July 1767,Cash,0,19,6,,,By Velvet & Check,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,26,By Mr Chas Washington,,,,1,11,0,,,26 July 1767,Cash,1,11,0,,,By Mr Charles Washington,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,,By Jno. Gore Waggoner,,,,1,0,0,,,26 July 1767,Cash,1,0,0,,,By John Gore Waggoner,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,30,By Mr Ramsay for Postage,,,,3,10,0,,,30 July 1767,Cash,3,10,0,,,By Mr Ramsay for Postage,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,,By John Prescot,,,,,5,0,,,30 July 1767,Cash,0,5,0,,,By John Prescot,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,31,By Charity,,,,1,10,0,,,31 July 1767,Cash,1,10,0,,,By Charity,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,,By Susanna Bishop delivg Sue,,,,,10,0,,,31 July 1767,Cash,0,10,0,,,By Susanna Bishop delivering Sue,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,Augt,2,By Mrs Washington 5 Dollars,,,,1,10,0,,,2 August 1767,Cash,1,10,0,,,By Mrs Washington 5 Dollars,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,,By Jno. Houlsworth Hackling &ca,,,,4,0,0,,,2 August 1767,Cash,4,0,0,,,By John Houlsworth Hackling &ca,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,3,By Cash left with Lund Washington—viz. 30 Dollars @ 6/. & 20/. paper,,,,10,0,0,,,3 August 1767,Cash,10,0,0,,,By Cash left with Lund Washington - viz. 30 Dollars @ 6 shillings & 20 shillings paper,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,7,By Smith for Clamping my Wheels,,,,,7,6,,,7 August 1767,Cash,0,7,6,,,By Smith for Clamping my Wheels,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,,By Charity,,,,5,0,0,,,7 August 1767,Cash,5,0,0,,,By Charity,,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,,By Ditto at Sundry times,,3.17.0 [Maryland currency],,,,,,,7 August 1767,Cash,3,17,0,,,By Charity at Sundry times [Maryland currency],,,,,
"Ledger A, 1750 - 1772: pg.252",Credit,Right,,,11,By 1 Whetstone [Maryland currency],,[0].1.3 [Maryland Currency],,,,,,,11 August 1767,Cash,0,1,3,,,By 1 Whetstone [0].1.3 [Maryland currency],,,,,
